utctimestamp,in_errors,in_packets,in_bytes,in_dropped,out_errors,out_packets,out_bytes,out_dropped,name
2022-05-05 07:33:54.460269+00:00,0,1481259,71597244,15,0,214537,254453198,0,eth0
2022-05-05 07:34:09.442764+00:00,0,1481272,71598012,15,0,214546,254457347,0,eth0
2022-05-05 07:34:24.497030+00:00,0,1481288,71598953,15,0,214559,254462914,0,eth0
2022-05-05 07:34:39.535797+00:00,0,1481301,71599721,15,0,214568,254467017,0,eth0
2022-05-05 07:34:54.459774+00:00,0,1481317,71600668,15,0,214580,254472523,0,eth0
2022-05-05 07:35:09.452504+00:00,0,1481331,71601482,15,0,214590,254476716,0,eth0
2022-05-05 07:35:24.439440+00:00,0,1481346,71602377,15,0,214602,254482211,0,eth0
2022-05-05 07:35:39.456444+00:00,0,1481359,71603145,15,0,214611,254486394,0,eth0
2022-05-05 07:35:54.471817+00:00,0,1481375,71604086,15,0,214624,254491860,0,eth0
2022-05-05 07:36:09.451252+00:00,0,1481388,71604854,15,0,214633,254495989,0,eth0
2022-05-05 07:36:24.450468+00:00,0,1481403,71605749,15,0,214645,254501474,0,eth0
2022-05-05 07:36:39.455025+00:00,0,1481417,71606563,15,0,214655,254505638,0,eth0
2022-05-05 07:36:54.451722+00:00,0,1481433,71607510,15,0,214667,254511136,0,eth0
2022-05-05 07:37:09.466089+00:00,0,1481446,71608278,15,0,214676,254515247,0,eth0
2022-05-05 07:37:24.457636+00:00,0,1481461,71609173,15,0,214688,254520723,0,eth0
2022-05-05 07:37:39.451389+00:00,0,1481475,71609987,15,0,214698,254524898,0,eth0
2022-05-05 07:37:54.448100+00:00,0,1481490,71610882,15,0,214710,254530387,0,eth0
2022-05-05 07:38:09.446799+00:00,0,1481503,71611650,15,0,214719,254534575,0,eth0
2022-05-05 07:38:24.447287+00:00,0,1481520,71612643,15,0,214732,254540146,0,eth0
2022-05-05 07:38:39.459764+00:00,0,1481533,71613411,15,0,214741,254544304,0,eth0
2022-05-05 07:38:54.445448+00:00,0,1481549,71614358,15,0,214753,254549786,0,eth0
2022-05-05 07:39:09.444041+00:00,0,1481562,71615126,15,0,214762,254553932,0,eth0
2022-05-05 07:39:24.444931+00:00,0,1481578,71616067,15,0,214775,254559435,0,eth0
2022-05-05 07:39:39.456073+00:00,0,1481591,71616835,15,0,214784,254563602,0,eth0
2022-05-05 07:39:54.485214+00:00,0,1481606,71617730,15,0,214796,254569091,0,eth0
2022-05-05 07:40:09.464814+00:00,0,1481620,71618544,15,0,214806,254573285,0,eth0
2022-05-05 07:40:24.451778+00:00,0,1481635,71619439,15,0,214818,254578772,0,eth0
2022-05-05 07:40:39.435598+00:00,0,1481648,71620207,15,0,214827,254582931,0,eth0
2022-05-05 07:40:54.442718+00:00,0,1481663,71621102,15,0,214839,254588419,0,eth0
2022-05-05 07:41:09.443003+00:00,0,1481677,71621916,15,0,214849,254592600,0,eth0
2022-05-05 07:41:24.452005+00:00,0,1481692,71622811,15,0,214861,254598104,0,eth0
2022-05-05 07:41:39.444933+00:00,0,1481705,71623579,15,0,214870,254602264,0,eth0
2022-05-05 07:41:54.441632+00:00,0,1481721,71624520,15,0,214883,254607798,0,eth0
2022-05-05 07:42:09.439553+00:00,0,1481734,71625288,15,0,214892,254611916,0,eth0
2022-05-05 07:42:24.442717+00:00,0,1481752,71626693,15,0,214908,254617656,0,eth0
2022-05-05 07:42:39.454028+00:00,0,1481765,71627461,15,0,214919,254621992,0,eth0
2022-05-05 07:42:54.462787+00:00,0,1481782,71628454,15,0,214933,254627653,0,eth0
2022-05-05 07:43:09.441720+00:00,0,1481795,71629222,15,0,214942,254631833,0,eth0
2022-05-05 07:43:24.437391+00:00,0,1481812,71630215,15,0,214955,254637396,0,eth0
2022-05-05 07:43:39.439439+00:00,0,1481825,71630983,15,0,214964,254641539,0,eth0
2022-05-05 07:43:54.446445+00:00,0,1481842,71631976,15,0,214977,254647090,0,eth0
2022-05-05 07:44:09.460379+00:00,0,1481855,71632744,15,0,214986,254651214,0,eth0
2022-05-05 07:44:24.428170+00:00,0,1481871,71633685,15,0,214999,254656763,0,eth0
2022-05-05 07:44:39.427530+00:00,0,1481884,71634453,15,0,215008,254660908,0,eth0
2022-05-05 07:44:54.435565+00:00,0,1481901,71635446,15,0,215021,254666458,0,eth0
2022-05-05 07:45:09.435412+00:00,0,1481915,71636260,15,0,215031,254670649,0,eth0
2022-05-05 07:45:24.447239+00:00,0,1481930,71637155,15,0,215043,254676120,0,eth0
2022-05-05 07:45:39.469090+00:00,0,1481944,71637969,15,0,215053,254680297,0,eth0
2022-05-05 07:45:54.436731+00:00,0,1481959,71638864,15,0,215065,254685786,0,eth0
2022-05-05 07:46:09.441276+00:00,0,1481973,71639678,15,0,215075,254689986,0,eth0
2022-05-05 07:46:24.438253+00:00,0,1481989,71640625,15,0,215087,254695484,0,eth0
2022-05-05 07:46:39.437911+00:00,0,1482003,71641439,15,0,215097,254699700,0,eth0
2022-05-05 07:46:54.442334+00:00,0,1482018,71642334,15,0,215109,254705182,0,eth0
2022-05-05 07:47:09.441391+00:00,0,1482032,71643148,15,0,215119,254709418,0,eth0
2022-05-05 07:47:24.444808+00:00,0,1482048,71644095,15,0,215131,254714951,0,eth0
2022-05-05 07:47:39.439806+00:00,0,1482061,71644863,15,0,215140,254719124,0,eth0
2022-05-05 07:47:54.444618+00:00,0,1482077,71645804,15,0,215153,254724686,0,eth0
2022-05-05 07:48:09.435278+00:00,0,1482090,71646572,15,0,215162,254728835,0,eth0
2022-05-05 07:48:24.452675+00:00,0,1482106,71647513,15,0,215175,254734352,0,eth0
2022-05-05 07:48:39.434162+00:00,0,1482119,71648281,15,0,215184,254738545,0,eth0
2022-05-05 07:48:54.441877+00:00,0,1482134,71649176,15,0,215196,254744020,0,eth0
2022-05-05 07:49:09.428746+00:00,0,1482148,71649990,15,0,215206,254748244,0,eth0
2022-05-05 07:49:24.428538+00:00,0,1482163,71650885,15,0,215218,254753674,0,eth0
2022-05-05 07:49:39.445840+00:00,0,1482176,71651653,15,0,215227,254757832,0,eth0
2022-05-05 07:49:54.442186+00:00,0,1482192,71652594,15,0,215240,254763379,0,eth0
2022-05-05 07:50:09.429405+00:00,0,1482205,71653362,15,0,215249,254767548,0,eth0
2022-05-05 07:50:24.429154+00:00,0,1482222,71654355,15,0,215262,254773126,0,eth0
2022-05-05 07:50:39.415968+00:00,0,1482235,71655123,15,0,215271,254777289,0,eth0
2022-05-05 07:50:54.452478+00:00,0,1482250,71656018,15,0,215283,254782777,0,eth0
2022-05-05 07:51:09.438091+00:00,0,1482264,71656832,15,0,215293,254786982,0,eth0
2022-05-05 07:51:24.430659+00:00,0,1482279,71657727,15,0,215305,254792480,0,eth0
2022-05-05 07:51:39.427062+00:00,0,1482292,71658495,15,0,215314,254796630,0,eth0
2022-05-05 07:51:54.438163+00:00,0,1482308,71659436,15,0,215327,254802160,0,eth0
2022-05-05 07:52:09.426477+00:00,0,1482321,71660204,15,0,215336,254806310,0,eth0
2022-05-05 07:52:24.441504+00:00,0,1482337,71661145,15,0,215349,254811852,0,eth0
2022-05-05 07:52:39.425898+00:00,0,1482350,71661913,15,0,215358,254815997,0,eth0
2022-05-05 07:52:54.423050+00:00,0,1482365,71662808,15,0,215370,254821514,0,eth0
2022-05-05 07:53:09.423304+00:00,0,1482379,71663622,15,0,215380,254825684,0,eth0
2022-05-05 07:53:24.414537+00:00,0,1482394,71664517,15,0,215392,254831187,0,eth0
2022-05-05 07:53:39.480457+00:00,0,1482408,71665331,15,0,215402,254835360,0,eth0
2022-05-05 07:53:54.433807+00:00,0,1482423,71666226,15,0,215414,254840844,0,eth0
2022-05-05 07:54:09.426005+00:00,0,1482436,71666994,15,0,215423,254844982,0,eth0
2022-05-05 07:54:24.432290+00:00,0,1482452,71667935,15,0,215436,254850504,0,eth0
2022-05-05 07:59:09.433918+00:00,0,1482726,71684102,15,0,215640,254941536,0,eth0
2022-05-05 07:59:24.425570+00:00,0,1482742,71685043,15,0,215653,254947066,0,eth0
2022-05-05 07:59:39.419078+00:00,0,1482755,71685811,15,0,215662,254951260,0,eth0
2022-05-05 07:59:54.415242+00:00,0,1482771,71686758,15,0,215674,254956793,0,eth0
2022-05-05 08:00:09.415888+00:00,0,1482785,71687572,15,0,215684,254961012,0,eth0
2022-05-05 08:00:24.416204+00:00,0,1482801,71688519,15,0,215696,254966511,0,eth0
2022-05-05 08:00:39.479034+00:00,0,1482814,71689287,15,0,215705,254970634,0,eth0
2022-05-05 08:00:54.411124+00:00,0,1482829,71690182,15,0,215717,254976093,0,eth0
2022-05-05 08:01:09.406277+00:00,0,1482843,71690996,15,0,215727,254980259,0,eth0
2022-05-05 08:01:24.400091+00:00,0,1482858,71691891,15,0,215739,254985750,0,eth0
2022-05-05 08:01:39.409367+00:00,0,1482871,71692659,15,0,215748,254989889,0,eth0
2022-05-05 08:01:54.430158+00:00,0,1482887,71693600,15,0,215761,254995421,0,eth0
2022-05-05 08:02:09.432448+00:00,0,1482900,71694368,15,0,215770,254999571,0,eth0
2022-05-05 08:02:24.409074+00:00,0,1482915,71695269,15,0,215783,255005156,0,eth0
2022-05-05 08:02:39.423663+00:00,0,1482930,71696129,15,0,215793,255009344,0,eth0
2022-05-05 08:02:54.402468+00:00,0,1482945,71697024,15,0,215805,255014842,0,eth0
2022-05-05 08:03:09.416759+00:00,0,1482959,71697838,15,0,215815,255019022,0,eth0
2022-05-05 08:03:24.414239+00:00,0,1482974,71698733,15,0,215827,255024507,0,eth0
2022-05-05 08:03:39.397127+00:00,0,1482987,71699501,15,0,215836,255028647,0,eth0
2022-05-05 08:03:54.411001+00:00,0,1483004,71700494,15,0,215849,255034182,0,eth0
2022-05-05 08:04:09.408782+00:00,0,1483017,71701262,15,0,215858,255038340,0,eth0
2022-05-05 08:04:24.418769+00:00,0,1483032,71702157,15,0,215871,255043859,0,eth0
2022-05-05 08:04:39.469331+00:00,0,1483046,71702971,15,0,215880,255047984,0,eth0
2022-05-05 08:04:54.430077+00:00,0,1483062,71703912,15,0,215893,255053564,0,eth0
2022-05-05 08:05:09.407504+00:00,0,1483075,71704680,15,0,215902,255057753,0,eth0
2022-05-05 08:05:24.407356+00:00,0,1483092,71705673,15,0,215915,255063296,0,eth0
2022-05-05 08:05:39.411311+00:00,0,1483105,71706441,15,0,215924,255067447,0,eth0
2022-05-05 08:05:54.409248+00:00,0,1483120,71707336,15,0,215936,255072929,0,eth0
2022-05-05 08:06:09.419444+00:00,0,1483135,71708202,15,0,215946,255077122,0,eth0
2022-05-05 08:06:24.406938+00:00,0,1483150,71709103,15,0,215958,255082612,0,eth0
2022-05-05 08:06:39.405200+00:00,0,1483165,71709963,15,0,215968,255086760,0,eth0
2022-05-05 08:06:54.403767+00:00,0,1483180,71710858,15,0,215980,255092271,0,eth0
2022-05-05 08:07:09.406618+00:00,0,1483194,71711672,15,0,215990,255096485,0,eth0
2022-05-05 08:07:24.404347+00:00,0,1483209,71712567,15,0,216002,255101993,0,eth0
2022-05-05 08:07:39.418267+00:00,0,1483223,71713381,15,0,216012,255106176,0,eth0
2022-05-05 08:07:54.400451+00:00,0,1483238,71714276,15,0,216024,255111646,0,eth0
2022-05-05 08:08:09.399179+00:00,0,1483251,71715044,15,0,216033,255115796,0,eth0
2022-05-05 08:08:24.402420+00:00,0,1483266,71715939,15,0,216046,255121318,0,eth0
2022-05-05 08:08:39.403421+00:00,0,1483280,71716753,15,0,216055,255125463,0,eth0
2022-05-05 08:08:54.415255+00:00,0,1483297,71717746,15,0,216068,255131055,0,eth0
2022-05-05 08:09:09.400323+00:00,0,1483310,71718514,15,0,216077,255135209,0,eth0
2022-05-05 08:09:24.387480+00:00,0,1483327,71719507,15,0,216090,255140760,0,eth0
2022-05-05 08:09:39.398050+00:00,0,1483340,71720275,15,0,216099,255144916,0,eth0
2022-05-05 08:09:54.405987+00:00,0,1483356,71721216,15,0,216112,255150451,0,eth0
2022-05-05 08:10:09.409724+00:00,0,1483369,71721984,15,0,216121,255154592,0,eth0
2022-05-05 08:10:24.416183+00:00,0,1483385,71722931,15,0,216134,255160162,0,eth0
2022-05-05 08:10:39.395345+00:00,0,1483399,71723745,15,0,216143,255164339,0,eth0
2022-05-05 08:10:54.401201+00:00,0,1483414,71724640,15,0,216155,255169825,0,eth0
2022-05-05 08:11:09.395707+00:00,0,1483428,71725454,15,0,216165,255174034,0,eth0
2022-05-05 08:11:24.383812+00:00,0,1483444,71726401,15,0,216177,255179575,0,eth0
2022-05-05 08:11:39.407847+00:00,0,1483458,71727215,15,0,216187,255183755,0,eth0
2022-05-05 08:11:54.407962+00:00,0,1483473,71728110,15,0,216199,255189229,0,eth0
2022-05-05 08:12:09.387014+00:00,0,1483487,71728924,15,0,216209,255193416,0,eth0
2022-05-05 08:12:24.396734+00:00,0,1483501,71729773,15,0,216221,255198919,0,eth0
2022-05-05 08:12:39.402696+00:00,0,1483516,71730633,15,0,216231,255203115,0,eth0
2022-05-05 08:12:54.421302+00:00,0,1483531,71731528,15,0,216243,255208621,0,eth0
2022-05-05 08:13:09.394951+00:00,0,1483544,71732296,15,0,216252,255212805,0,eth0
2022-05-05 08:13:24.392713+00:00,0,1483561,71733289,15,0,216265,255218334,0,eth0
2022-05-05 08:13:39.393107+00:00,0,1483574,71734057,15,0,216274,255222474,0,eth0
2022-05-05 08:13:54.391009+00:00,0,1483589,71734958,15,0,216286,255228016,0,eth0
2022-05-05 08:14:09.394402+00:00,0,1483604,71735818,15,0,216296,255232175,0,eth0
2022-05-05 08:14:24.394914+00:00,0,1483618,71736667,15,0,216308,255237672,0,eth0
2022-05-05 08:14:39.424358+00:00,0,1483632,71737481,15,0,216317,255241812,0,eth0
2022-05-05 08:14:54.394441+00:00,0,1483648,71738422,15,0,216330,255247348,0,eth0
2022-05-05 08:15:09.389613+00:00,0,1483661,71739190,15,0,216339,255251487,0,eth0
2022-05-05 08:15:24.389033+00:00,0,1483677,71740131,15,0,216352,255257062,0,eth0
2022-05-05 08:15:39.437368+00:00,0,1483690,71740899,15,0,216361,255261199,0,eth0
2022-05-05 08:15:54.412165+00:00,0,1483704,71741748,15,0,216373,255266711,0,eth0
2022-05-05 08:16:09.386914+00:00,0,1483719,71742608,15,0,216383,255270937,0,eth0
2022-05-05 08:16:24.392468+00:00,0,1483733,71743457,15,0,216395,255276391,0,eth0
2022-05-05 08:16:39.389754+00:00,0,1483747,71744271,15,0,216404,255280523,0,eth0
2022-05-05 08:16:54.400005+00:00,0,1483764,71745264,15,0,216417,255286060,0,eth0
2022-05-05 08:17:09.436425+00:00,0,1483779,71746496,15,0,216429,255290445,0,eth0
2022-05-05 08:17:24.389991+00:00,0,1483795,71747443,15,0,216442,255296028,0,eth0
2022-05-05 08:17:39.386459+00:00,0,1483809,71748257,15,0,216454,255300393,0,eth0
2022-05-05 08:17:54.396789+00:00,0,1483824,71749158,15,0,216466,255305907,0,eth0
2022-05-05 08:18:09.396596+00:00,0,1483838,71749972,15,0,216475,255310048,0,eth0
2022-05-05 08:18:24.441516+00:00,0,1483854,71750919,15,0,216488,255315595,0,eth0
2022-05-05 08:18:39.400514+00:00,0,1483868,71751733,15,0,216497,255319778,0,eth0
2022-05-05 08:18:54.376755+00:00,0,1483883,71752628,15,0,216509,255325299,0,eth0
2022-05-05 08:19:09.384279+00:00,0,1483897,71753442,15,0,216519,255329494,0,eth0
2022-05-05 08:19:24.384633+00:00,0,1483913,71754389,15,0,216531,255334998,0,eth0
2022-05-05 08:19:39.382973+00:00,0,1483926,71755157,15,0,216540,255339133,0,eth0
2022-05-05 08:19:54.398058+00:00,0,1483941,71756052,15,0,216553,255344648,0,eth0
2022-05-05 08:20:09.386380+00:00,0,1483955,71756866,15,0,216562,255348801,0,eth0
2022-05-05 08:20:24.389319+00:00,0,1483969,71757715,15,0,216574,255354321,0,eth0
2022-05-05 08:20:39.375045+00:00,0,1483984,71758575,15,0,216584,255358520,0,eth0
2022-05-05 08:20:54.385816+00:00,0,1483999,71759470,15,0,216596,255364002,0,eth0
2022-05-05 08:21:09.407002+00:00,0,1484012,71760238,15,0,216605,255368167,0,eth0
2022-05-05 08:21:24.387677+00:00,0,1484028,71761179,15,0,216618,255373692,0,eth0
2022-05-05 08:21:39.378234+00:00,0,1484041,71761947,15,0,216627,255377838,0,eth0
2022-05-05 08:21:54.391605+00:00,0,1484056,71762848,15,0,216639,255383333,0,eth0
2022-05-05 08:22:09.388521+00:00,0,1484071,71763708,15,0,216649,255387499,0,eth0
2022-05-05 08:22:24.378571+00:00,0,1484086,71764609,15,0,216661,255392985,0,eth0
2022-05-05 08:22:39.407324+00:00,0,1484100,71765423,15,0,216670,255397152,0,eth0
2022-05-05 08:22:54.394629+00:00,0,1484116,71766364,15,0,216683,255402683,0,eth0
2022-05-05 08:23:09.386096+00:00,0,1484129,71767132,15,0,216692,255406803,0,eth0
2022-05-05 08:23:24.380468+00:00,0,1484143,71767981,15,0,216704,255412304,0,eth0
2022-05-05 08:23:39.385729+00:00,0,1484157,71768795,15,0,216713,255416472,0,eth0
2022-05-05 08:23:54.381348+00:00,0,1484172,71769690,15,0,216726,255422014,0,eth0
2022-05-05 08:24:09.380326+00:00,0,1484186,71770504,15,0,216735,255426144,0,eth0
2022-05-05 08:24:24.383876+00:00,0,1484201,71771405,15,0,216747,255431666,0,eth0
2022-05-05 08:24:39.378884+00:00,0,1484216,71772265,15,0,216757,255435874,0,eth0
2022-05-05 08:24:54.375464+00:00,0,1484232,71773212,15,0,216769,255441387,0,eth0
2022-05-05 08:25:09.374930+00:00,0,1484245,71773980,15,0,216778,255445532,0,eth0
2022-05-05 08:25:24.389512+00:00,0,1484260,71774875,15,0,216791,255451058,0,eth0
2022-05-05 08:25:39.389655+00:00,0,1484274,71775689,15,0,216800,255455211,0,eth0
2022-05-05 08:25:54.382159+00:00,0,1484289,71776590,15,0,216812,255460752,0,eth0
2022-05-05 08:26:09.378158+00:00,0,1484303,71777404,15,0,216821,255464940,0,eth0
2022-05-05 08:26:24.377159+00:00,0,1484319,71778351,15,0,216834,255470496,0,eth0
2022-05-05 08:26:39.412729+00:00,0,1484333,71779165,15,0,216843,255474634,0,eth0
2022-05-05 08:26:54.409415+00:00,0,1484349,71780112,15,0,216855,255480148,0,eth0
2022-05-05 08:27:09.382159+00:00,0,1484363,71780926,15,0,216865,255484339,0,eth0
2022-05-05 08:27:24.370764+00:00,0,1484377,71781775,15,0,216877,255489856,0,eth0
2022-05-05 08:27:39.363452+00:00,0,1484391,71782589,15,0,216886,255494036,0,eth0
2022-05-05 08:27:54.360057+00:00,0,1484405,71783438,15,0,216898,255499478,0,eth0
2022-05-05 08:28:09.394049+00:00,0,1484420,71784298,15,0,216908,255503641,0,eth0
2022-05-05 08:28:24.358925+00:00,0,1484434,71785147,15,0,216920,255509126,0,eth0
2022-05-05 08:28:39.370405+00:00,0,1484448,71785961,15,0,216929,255513292,0,eth0
2022-05-05 08:28:54.359914+00:00,0,1484464,71786902,15,0,216942,255518805,0,eth0
2022-05-05 08:29:09.376933+00:00,0,1484477,71787670,15,0,216951,255522971,0,eth0
2022-05-05 08:29:24.412218+00:00,0,1484492,71788565,15,0,216964,255528503,0,eth0
2022-05-05 08:29:39.385711+00:00,0,1484506,71789379,15,0,216973,255532632,0,eth0
2022-05-05 08:29:54.356951+00:00,0,1484522,71790326,15,0,216986,255538190,0,eth0
2022-05-05 08:30:09.370270+00:00,0,1484536,71791140,15,0,216995,255542329,0,eth0
2022-05-05 08:30:24.378745+00:00,0,1484551,71792035,15,0,217008,255547869,0,eth0
2022-05-05 08:30:39.382306+00:00,0,1484565,71792849,15,0,217017,255551979,0,eth0
2022-05-05 08:30:54.380450+00:00,0,1484582,71793842,15,0,217030,255557557,0,eth0
2022-05-05 08:31:09.364567+00:00,0,1484595,71794610,15,0,217039,255561714,0,eth0
2022-05-05 08:31:24.364173+00:00,0,1484611,71795557,15,0,217052,255567345,0,eth0
2022-05-05 08:31:39.377017+00:00,0,1484625,71796371,15,0,217061,255571483,0,eth0
2022-05-05 08:31:54.397066+00:00,0,1484641,71797318,15,0,217074,255577074,0,eth0
2022-05-05 08:32:09.379151+00:00,0,1484655,71798132,15,0,217083,255581197,0,eth0
2022-05-05 08:32:24.374133+00:00,0,1484671,71799079,15,0,217096,255586763,0,eth0
2022-05-05 08:32:39.362019+00:00,0,1484685,71799893,15,0,217105,255590913,0,eth0
2022-05-05 08:32:54.363143+00:00,0,1484701,71800834,15,0,217118,255596453,0,eth0
2022-05-05 08:33:09.363477+00:00,0,1484714,71801602,15,0,217127,255600597,0,eth0
2022-05-05 08:33:24.362719+00:00,0,1484729,71802503,15,0,217139,255606116,0,eth0
2022-05-05 08:33:39.389679+00:00,0,1484744,71803363,15,0,217149,255610313,0,eth0
2022-05-05 08:33:54.360102+00:00,0,1484758,71804212,15,0,217161,255615791,0,eth0
2022-05-05 08:34:09.367540+00:00,0,1484772,71805026,15,0,217170,255619966,0,eth0
2022-05-05 08:34:24.364193+00:00,0,1484787,71805921,15,0,217183,255625504,0,eth0
2022-05-05 08:34:39.360882+00:00,0,1484801,71806735,15,0,217192,255629626,0,eth0
2022-05-05 08:34:54.363581+00:00,0,1484815,71807584,15,0,217204,255635138,0,eth0
2022-05-05 08:35:09.370015+00:00,0,1484830,71808444,15,0,217214,255639309,0,eth0
2022-05-05 08:35:54.361356+00:00,0,1484873,71811008,15,0,217247,255654476,0,eth0
2022-05-05 08:36:09.361785+00:00,0,1484888,71811868,15,0,217257,255658677,0,eth0
2022-05-05 08:37:24.355164+00:00,0,1484961,71816193,15,0,217312,255683530,0,eth0
2022-05-05 08:37:39.364788+00:00,0,1484976,71817053,15,0,217322,255687730,0,eth0
2022-05-05 08:37:54.371992+00:00,0,1484990,71817902,15,0,217334,255693213,0,eth0
2022-05-05 08:38:09.358977+00:00,0,1485004,71818716,15,0,217343,255697357,0,eth0
2022-05-05 08:42:54.347589+00:00,0,1485279,71834952,15,0,217552,255790085,0,eth0
2022-05-05 08:43:09.357182+00:00,0,1485293,71835766,15,0,217561,255794227,0,eth0
2022-05-05 08:43:24.374123+00:00,0,1485308,71836661,15,0,217574,255799748,0,eth0
2022-05-05 08:43:39.359069+00:00,0,1485322,71837475,15,0,217583,255803885,0,eth0
2022-05-05 08:43:54.348806+00:00,0,1485337,71838370,15,0,217596,255809436,0,eth0
2022-05-05 08:44:09.348486+00:00,0,1485351,71839184,15,0,217605,255813585,0,eth0
2022-05-05 08:44:24.355869+00:00,0,1485366,71840079,15,0,217618,255819075,0,eth0
2022-05-05 08:44:39.387249+00:00,0,1485381,71840939,15,0,217628,255823305,0,eth0
2022-05-05 08:44:54.352776+00:00,0,1485395,71841788,15,0,217640,255828808,0,eth0
2022-05-05 08:45:09.343251+00:00,0,1485410,71842648,15,0,217650,255833020,0,eth0
2022-05-05 08:45:24.358218+00:00,0,1485425,71843543,15,0,217663,255838545,0,eth0
2022-05-05 08:45:39.354796+00:00,0,1485439,71844357,15,0,217672,255842722,0,eth0
2022-05-05 08:45:54.359949+00:00,0,1485454,71845252,15,0,217685,255848236,0,eth0
2022-05-05 08:46:09.365159+00:00,0,1485469,71846112,15,0,217695,255852440,0,eth0
2022-05-05 08:46:24.331747+00:00,0,1485483,71846961,15,0,217707,255857925,0,eth0
2022-05-05 08:46:39.353543+00:00,0,1485498,71847821,15,0,217717,255862126,0,eth0
2022-05-05 08:46:54.350803+00:00,0,1485513,71848716,15,0,217730,255867662,0,eth0
2022-05-05 08:47:09.347384+00:00,0,1485527,71849530,15,0,217739,255871816,0,eth0
2022-05-05 08:47:24.366263+00:00,0,1485543,71850477,15,0,217752,255877367,0,eth0
2022-05-05 08:47:39.374040+00:00,0,1485558,71851337,15,0,217762,255881518,0,eth0
2022-05-05 08:47:54.347016+00:00,0,1485572,71852186,15,0,217774,255887009,0,eth0
2022-05-05 08:48:09.337818+00:00,0,1485587,71853046,15,0,217784,255891174,0,eth0
2022-05-05 08:48:24.331938+00:00,0,1485602,71853941,15,0,217797,255896700,0,eth0
2022-05-05 08:48:39.385069+00:00,0,1485616,71854755,15,0,217806,255900885,0,eth0
2022-05-05 08:48:54.358131+00:00,0,1485630,71855604,15,0,217818,255906393,0,eth0
2022-05-05 08:49:09.343605+00:00,0,1485645,71856464,15,0,217828,255910568,0,eth0
2022-05-05 08:49:24.340740+00:00,0,1485660,71857365,15,0,217840,255916044,0,eth0
2022-05-05 08:49:39.338193+00:00,0,1485675,71858225,15,0,217850,255920208,0,eth0
2022-05-05 08:49:54.341845+00:00,0,1485689,71859074,15,0,217862,255925741,0,eth0
2022-05-05 08:50:09.342484+00:00,0,1485704,71859934,15,0,217872,255929906,0,eth0
2022-05-05 08:50:24.341323+00:00,0,1485718,71860783,15,0,217884,255935393,0,eth0
2022-05-05 08:50:39.336216+00:00,0,1485732,71861597,15,0,217893,255939534,0,eth0
2022-05-05 08:50:54.339073+00:00,0,1485747,71862492,15,0,217906,255945084,0,eth0
2022-05-05 08:51:09.333967+00:00,0,1485761,71863306,15,0,217915,255949227,0,eth0
2022-05-05 08:51:24.352299+00:00,0,1485776,71864201,15,0,217928,255954769,0,eth0
2022-05-05 08:51:39.356700+00:00,0,1485790,71865015,15,0,217937,255958896,0,eth0
2022-05-05 08:51:54.326257+00:00,0,1485806,71865962,15,0,217950,255964444,0,eth0
2022-05-05 08:52:09.331471+00:00,0,1485822,71867240,15,0,217963,255968938,0,eth0
2022-05-05 08:52:24.333169+00:00,0,1485837,71868141,15,0,217976,255974544,0,eth0
2022-05-05 08:52:39.343780+00:00,0,1485852,71869001,15,0,217987,255978822,0,eth0
2022-05-05 08:52:54.353770+00:00,0,1485866,71869850,15,0,217999,255984317,0,eth0
2022-05-05 08:53:09.331368+00:00,0,1485881,71870710,15,0,218009,255988562,0,eth0
2022-05-05 08:53:24.332281+00:00,0,1485895,71871559,15,0,218021,255994043,0,eth0
2022-05-05 08:53:39.336061+00:00,0,1485909,71872373,15,0,218030,255998219,0,eth0
